Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%),Month
SURVEY,2009,SEP,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15039000000.00,,9
SURVEY,2009,OCT,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15415000000.00,,10
SURVEY,2009,NOV,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15060000000.00,,11
SURVEY,2009,DEC,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15763000000.00,,12
SURVEY,2008,JAN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15980000000.00,,1
SURVEY,2008,FEB,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15180000000.00,,2
SURVEY,2008,MAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,16462000000.00,,3
SURVEY,2008,APR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,16118000000.00,,4
SURVEY,2008,MAY,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,16703000000.00,,5
SURVEY,2008,JUN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15940000000.00,,6
SURVEY,2008,JUL,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15988000000.00,,7
SURVEY,2008,AUG,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15747000000.00,,8
SURVEY,2008,SEP,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15124000000.00,,9
SURVEY,2008,OCT,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15615000000.00,,10
SURVEY,2008,NOV,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15213000000.00,,11
SURVEY,2008,DEC,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15908000000.00,,12
SURVEY,2007,JAN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15607000000.00,,1
SURVEY,2007,FEB,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14323000000.00,,2
SURVEY,2007,MAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,16133000000.00,,3
SURVEY,2007,APR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15765000000.00,,4
SURVEY,2007,MAY,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,16194000000.00,,5
SURVEY,2007,JUN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15479000000.00,,6
SURVEY,2007,JUL,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15715000000.00,,7
SURVEY,2007,AUG,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15525000000.00,,8
SURVEY,2007,SEP,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14871000000.00,,9
SURVEY,2007,OCT,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15391000000.00,,10
SURVEY,2007,NOV,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15016000000.00,,11
SURVEY,2007,DEC,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15635000000.00,,12
SURVEY,2006,JAN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15348000000.00,,1
SURVEY,2006,FEB,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14248000000.00,,2
SURVEY,2006,MAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15967000000.00,,3
SURVEY,2006,APR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15535000000.00,,4
SURVEY,2006,MAY,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,16061000000.00,,5
SURVEY,2006,JUN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15329000000.00,,6
SURVEY,2006,JUL,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15156000000.00,,7
SURVEY,2006,AUG,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15046000000.00,,8
SURVEY,2006,SEP,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14473000000.00,,9
SURVEY,2006,OCT,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14839000000.00,,10
SURVEY,2006,NOV,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14507000000.00,,11
SURVEY,2006,DEC,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15273000000.00,,12
SURVEY,2005,JAN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14606000000.00,,1
SURVEY,2005,FEB,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13523000000.00,,2
SURVEY,2005,MAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15197000000.00,,3
SURVEY,2005,APR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15046000000.00,,4
SURVEY,2005,MAY,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15696000000.00,,5
SURVEY,2005,JUN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15083000000.00,,6
SURVEY,2005,JUL,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14977000000.00,,7
SURVEY,2005,AUG,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14891000000.00,,8
SURVEY,2005,SEP,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14253000000.00,,9
SURVEY,2005,OCT,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14609000000.00,,10
SURVEY,2005,NOV,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14199000000.00,,11
SURVEY,2005,DEC,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14851000000.00,,12
SURVEY,2004,JAN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14394000000.00,,1
SURVEY,2004,FEB,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13605000000.00,,2
SURVEY,2004,MAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14763000000.00,,3
SURVEY,2004,APR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14532000000.00,,4
SURVEY,2004,MAY,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15029000000.00,,5
SURVEY,2004,JUN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14278000000.00,,6
SURVEY,2004,JUL,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14396000000.00,,7
SURVEY,2004,AUG,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14206000000.00,,8
SURVEY,2004,SEP,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13610000000.00,,9
SURVEY,2004,OCT,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14081000000.00,,10
SURVEY,2004,NOV,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13622000000.00,,11
SURVEY,2004,DEC,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14316000000.00,,12
SURVEY,2003,JAN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14599000000.00,,1
SURVEY,2003,FEB,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13448000000.00,,2
SURVEY,2003,MAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15044000000.00,,3
SURVEY,2003,APR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14641000000.00,,4
SURVEY,2003,MAY,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15011000000.00,,5
SURVEY,2003,JUN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14337000000.00,,6
SURVEY,2003,JUL,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14257000000.00,,7
SURVEY,2003,AUG,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14017000000.00,,8
SURVEY,2003,SEP,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13466000000.00,,9
SURVEY,2003,OCT,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13891000000.00,,10
SURVEY,2003,NOV,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13464000000.00,,11
SURVEY,2003,DEC,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14173000000.00,,12
SURVEY,2002,JAN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14321000000.00,,1
SURVEY,2002,FEB,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13259000000.00,,2
SURVEY,2002,MAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14905000000.00,,3
SURVEY,2002,APR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14620000000.00,,4
SURVEY,2002,MAY,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15144000000.00,,5
SURVEY,2002,JUN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14325000000.00,,6
SURVEY,2002,JUL,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14225000000.00,,7
SURVEY,2002,AUG,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14145000000.00,,8
SURVEY,2002,SEP,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13476000000.00,,9
SURVEY,2002,OCT,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13897000000.00,,10
SURVEY,2002,NOV,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13499000000.00,,11
SURVEY,2002,DEC,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14247000000.00,,12
SURVEY,2001,JAN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14003000000.00,,1
SURVEY,2001,FEB,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,12867000000.00,,2
SURVEY,2001,MAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14380000000.00,,3
SURVEY,2001,APR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14077000000.00,,4
SURVEY,2001,MAY,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14649000000.00,,5
SURVEY,2001,JUN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13959000000.00,,6
SURVEY,2001,JUL,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13849000000.00,,7
SURVEY,2001,AUG,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13537000000.00,,8
SURVEY,2001,SEP,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13122000000.00,,9
SURVEY,2001,OCT,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13598000000.00,,10
SURVEY,2001,NOV,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13303000000.00,,11
SURVEY,2001,DEC,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13988000000.00,,12
SURVEY,2000,JAN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14242000000.00,,1
SURVEY,2000,FEB,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13582000000.00,,2
SURVEY,2000,MAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14752000000.00,,3
SURVEY,2000,APR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14380000000.00,,4
SURVEY,2000,MAY,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14774000000.00,,5
SURVEY,2000,JUN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13989000000.00,,6
SURVEY,2000,JUL,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,14086000000.00,,7
SURVEY,2000,AUG,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13766000000.00,,8
SURVEY,2000,SEP,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13210000000.00,,9
SURVEY,2000,OCT,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13691000000.00,,10
SURVEY,2000,NOV,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13172000000.00,,11
SURVEY,2000,DEC,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13749000000.00,,12
